id,source,source_id,url,project_name,developer,unit_number,district,subdistrict,lat,lon,property_type,ownership_type,leasehold_years,title_deed,bedrooms,bathrooms,area_sqm,land_sqm,floor,total_floors,price_thb,price_per_sqm_thb,cam_fee_per_sqm,sinking_fund_per_sqm,furniture_package_thb,monthly_rent_thb,rental_type,rental_yield_claimed,rental_program,rental_pool_split,has_hotel_license,has_pool,has_garden,has_gym,parking_spaces,occupancy_status,is_off_plan,completion_date,year_built,days_on_market,price_drop_count,zone_type,raw_data,scraped_at,updated_at,is_active
185,fazwaz,4-bedroom-house-for-sale-in-ko-kaeo-phuket-u1174684,https://www.fazwaz.com/property-sales/4-bedroom-house-for-sale-in-ko-kaeo-phuket-u1174684,Newly Renovated 4 Bedrooms Family home,,,phuket-town,"Ko Kaeo, Phuket Town, Phuket",,,house,unknown,,,4.0,3.0,,,,,5750000.0,,,,,,unknown,,0,,0,0,1,0,,,0,,,,,,"{""card_text"": ""see all newly renovated 4 bedrooms family home updated 2 weeks ago ko kaeo, phuket town, phuket ฿5,750,000 (฿46,000/sqm) 4 bedroom house for sale in ko kaeo, phuket large 4 bedrooms, 3 bathrooms. newly renovated. close to british international school, boat lagoon, premium outlet, super markets, shops and wet markets. details: 4 bedroom(s) 3 bathroom(s) 125 sqm property type: house year built 2000 "", ""tags"": [""updated: 2 weeks ago""], ""location_text"": ""Ko Kaeo, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/4-bedroom-house-for-sale-in-ko-kaeo-phuket-u1174684""}",2026-04-21 09:03:02.432729,2026-04-21 09:03:02.432729,1
186,fazwaz,1-bedroom-condo-for-sale-at-harmony-condominium-in-rawai-phuket-u2016443,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-harmony-condominium-in-rawai-phuket-u2016443,Harmony Condominium,,,rawai,"Rawai, Phuket Town, Phuket",,,condo,unknown,,,,,,,,,5990000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all harmony condominium updated 1 month ago rawai, phuket town, phuket ฿5,990,000 ฿6,300,000 (฿133,000/sqm) 1 bedroom condo for sale at harmony condominium positioned in the heart of one of phuket’s most sought-after neighborhoods, this brand-new premium studio at harmony condominium rawai offers the perfect blend of lifestyle and investment potent... details: 1 bedroom(s) 1 bathroom(s) 45 sqm"", ""tags"": [""rent:฿50,000/mo| roi:10%"", ""cam fee:฿3,600/mo"", ""sinking fund:฿27,000"", ""updated: 1 month ago""], ""location_text"": ""Rawai, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-harmony-condominium-in-rawai-phuket-u2016443""}",2026-04-21 09:03:02.436496,2026-04-21 09:03:02.436496,1
187,fazwaz,1-bedroom-condo-for-sale-at-mida-grande-resort-condominiums-in-choeng-thale-phuket-u6156006,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-mida-grande-resort-condominiums-in-choeng-thale-phuket-u6156006,Mida Grande Resort Condominiums,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,unknown,,,,,,,,,6500000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all mida grande resort condominiums 7% guar. return for 3 years listed 2 weeks ago choeng thale, thalang, phuket ฿6,500,000 (฿155,000/sqm) 1 bedroom condo for sale at mida grande resort condominiums a timeless masterpiece, \""the panorama phuket\"" project perfectly matches your lifestyle..the dazzling beauty with outstanding architecture integrates traditional thai and modern designs perfectly. t"", ""tags"": [""cam fee:฿2,100/mo"", ""sinking fund:฿21,000""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-mida-grande-resort-condominiums-in-choeng-thale-phuket-u6156006""}",2026-04-21 09:03:02.436496,2026-04-21 09:03:02.436496,1
188,fazwaz,studio-condo-for-sale-at-bayshore-oceanview-condominium-in-patong-phuket-u1673452,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-bayshore-oceanview-condominium-in-patong-phuket-u1673452,Bayshore Oceanview Condominium,,,patong,"Patong, Kathu, Phuket",,,condo,leasehold,,,,,,,,,2999999.0,,,,,,unknown,,0,,0,1,0,0,,,0,,,,,,"{""card_text"": ""see all bayshore oceanview condominium 6% guar. return for 3 years updated 2 weeks ago patong, kathu, phuket ฿2,999,999 (฿69,800/sqm) studio condo for sale at bayshore oceanview condominium experience the perfect blend of comfort and convenience with this stunning property! 🌄 wake up to breathtaking mountain views over serene pools, all from the peace and quiet of a near-end unit for ul... details"", ""tags"": [""cam fee:฿2,150/mo"", ""updated: 2 weeks ago""], ""location_text"": ""Patong, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-bayshore-oceanview-condominium-in-patong-phuket-u1673452""}",2026-04-21 09:03:02.436496,2026-04-21 09:03:02.436496,1
189,fazwaz,3-bedroom-house-for-sale-at-supalai-hills-in-si-sunthon-phuket-u6147785,https://www.fazwaz.com/property-sales/3-bedroom-house-for-sale-at-supalai-hills-in-si-sunthon-phuket-u6147785,Supalai Hills,,,layan,"Si Sunthon, Thalang, Phuket",,,house,unknown,,,,,,,,,7200000.0,,,,,,unknown,,0,,0,0,1,0,,,0,,,,,,"{""card_text"": ""see all supalai hills listed 3 weeks ago si sunthon, thalang, phuket ฿7,200,000 (฿38,900/sqm) 3 bedroom house for sale at supalai hills supalai hills, a quality detached house to create happiness in every area. under the concept 'a detached house in harmony with nature,' the house opens to the beautiful view, perfect directions of lig... details: 3 bedroom(s) 3 bathroom(s) 185 sqm property type: h"", ""tags"": [""est. rent:฿48,800/mo| roi:8%"", ""cam fee:฿1,000/mo""], ""location_text"": ""Si Sunthon, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-house-for-sale-at-supalai-hills-in-si-sunthon-phuket-u6147785""}",2026-04-21 09:03:02.436496,2026-04-21 09:03:02.436496,1
190,fazwaz,1-bedroom-condo-for-sale-at-allamanda-laguna-in-choeng-thale-phuket-u6003789,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-allamanda-laguna-in-choeng-thale-phuket-u6003789,Allamanda Laguna,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,leasehold,,,,,,,,,13380000.0,,,,,,unknown,,0,,0,1,0,0,,,0,,,,,,"{""card_text"": ""see all allamanda laguna listed 2 weeks ago choeng thale, thalang, phuket ฿13,380,000 (฿169,000/sqm) 1 bedroom condo for sale at allamanda laguna allamanda laguna, a luxury apartment in european design located by a lake in laguna's heart with a stunning view of the golf course. the project has an incredibly quiet atmosphere surrounded by nature... details: 1 bedroom(s) 1 bathroom(s) 79.36 sqm prop"", ""tags"": [""est. rent:฿72,200/mo| roi:6%""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-allamanda-laguna-in-choeng-thale-phuket-u6003789""}",2026-04-21 09:03:02.447267,2026-04-21 09:03:02.447267,1
191,fazwaz,1-bedroom-condo-for-sale-at-the-origin-kathu-patong-in-kathu-phuket-u5369117,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-origin-kathu-patong-in-kathu-phuket-u5369117,The Origin Kathu-Patong,,,kathu,"Kathu, Kathu, Phuket",,,condo,unknown,,,,,,,,,2379000.0,,,,,,unknown,,0,,0,1,0,0,,,1,,,,,,"{""card_text"": ""see all the origin kathu-patong 7% guar. return for 1 year updated 2 hours ago kathu, kathu, phuket ฿2,379,000 ฿2,399,000 (฿82,900/sqm) 1 bedroom condo for sale at the origin kathu-patong owner saledown payment sale – the origin kathu-patong, phuket\nfree contract transferbrand-new condo in the heart of kathu, close to patongproject completion: early 2026 (ready to transfer)\nunit... details: 1 bedr"", ""tags"": [""cam fee:฿1,292/mo"", ""sinking fund:฿15,785"", ""updated: 2 hours ago""], ""location_text"": ""Kathu, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-origin-kathu-patong-in-kathu-phuket-u5369117""}",2026-04-21 09:03:02.448286,2026-04-21 09:03:02.448286,1
192,fazwaz,3-bedroom-house-for-sale-in-chalong-phuket-u5612304,https://www.fazwaz.com/property-sales/3-bedroom-house-for-sale-in-chalong-phuket-u5612304,3 Bed 2 Bath Pool Home with Large Garden Under Big Buddha,,,chalong,"Chalong, Phuket Town, Phuket",,,house,unknown,,,,,800.0,,,,25000000.0,31250.0,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all 3 bed 2 bath pool home with large garden under big buddha updated 2 weeks ago chalong, phuket town, phuket ฿25,000,000 (฿125,000/sqm) 3 bedroom house for sale in chalong, phuket set on ½ rai (800 sqm) of land in one of chalong’s most sought-after areas, this spacious 3-bedroom, 2-bathroom home offers privacy, comfort, and tropical charm — ideal for families... details: 3 bedroom(s) 2 bathr"", ""tags"": [""updated: 2 weeks ago""], ""location_text"": ""Chalong, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-house-for-sale-in-chalong-phuket-u5612304""}",2026-04-21 09:03:02.448286,2026-04-21 09:03:02.448286,1
193,fazwaz,4-bedroom-house-for-sale-at-supalai-palm-spring-banpon-phuket-in-si-sunthon-phuket-u6133190,https://www.fazwaz.com/property-sales/4-bedroom-house-for-sale-at-supalai-palm-spring-banpon-phuket-in-si-sunthon-phuket-u6133190,Supalai Palm Spring Banpon Phuket,,,layan,"Si Sunthon, Thalang, Phuket",,,house,unknown,,,,,,,,,16315789.0,,,,,,unknown,,0,,0,0,1,0,,,0,,,,,,"{""card_text"": ""see all supalai palm spring banpon phuket listed 2 weeks ago si sunthon, thalang, phuket ฿16,315,789 (฿55,300/sqm) 4 bedroom house for sale at supalai palm spring banpon phuket 4-bedroom spacious house near bangtao — ideal family location | fully furnished | ready to move in\na spacious modern home offering significantly more living space than most bangtao apartments at... details: 4 bedroom(s) 6 b"", ""tags"": [""est. rent:฿124,000/mo| roi:9%"", ""cam fee:฿2,000/mo""], ""location_text"": ""Si Sunthon, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/4-bedroom-house-for-sale-at-supalai-palm-spring-banpon-phuket-in-si-sunthon-phuket-u6133190""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
194,fazwaz,3-bedroom-villa-for-sale-in-rawai-phuket-u5834561,https://www.fazwaz.com/property-sales/3-bedroom-villa-for-sale-in-rawai-phuket-u5834561,Modern 3 Bedrooms with Seaview Pool Villa Near Nai Harn and Rawai,,,rawai,"Rawai, Phuket Town, Phuket",,,villa,unknown,,,,,,,,,27000000.0,,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all modern 3 bedrooms with seaview pool villa near nai harn and rawai updated 4 days ago rawai, phuket town, phuket ฿27,000,000 (฿60,000/sqm) 3 bedroom villa for sale in rawai, phuket modern 3-bedroom seaview villa for sale – near rawai & nai harn beaches, phuket enjoy tropical island living in this modern sea-view villa overlooking the stunning chalong bay. located in a... details: 3 bedroom("", ""tags"": [""updated: 4 days ago""], ""location_text"": ""Rawai, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-villa-for-sale-in-rawai-phuket-u5834561""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
195,fazwaz,4-bedroom-villa-for-sale-at-diamond-trees-villas-in-si-sunthon-phuket-u1635204,https://www.fazwaz.com/property-sales/4-bedroom-villa-for-sale-at-diamond-trees-villas-in-si-sunthon-phuket-u1635204,Diamond Trees Villas,,,layan,"Si Sunthon, Thalang, Phuket",,,villa,unknown,,,4.0,,,,,,29500000.0,,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""diamond trees villas updated 3 weeks ago si sunthon, thalang, phuket ฿29,500,000 ฿35,000,000 (฿40,500/sqm) 4 bedroom villa for sale at diamond trees villas diamond trees villas, a large pool villas project in an eye-catching design beneath the shades of trees amid nature. the 2-story villas range from 3-4 bedrooms on the unit area over 300 square meters.... details: 4 bedroom(s) 5 bathroom(s) 729 "", ""tags"": [""rent:฿250,000/mo| roi:10%"", ""cam fee:฿6,000/mo"", ""updated: 3 weeks ago""], ""location_text"": ""Si Sunthon, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/4-bedroom-villa-for-sale-at-diamond-trees-villas-in-si-sunthon-phuket-u1635204""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
196,fazwaz,2-bedroom-house-for-sale-at-baan-prangthong-in-wichit-phuket-u6131031,https://www.fazwaz.com/property-sales/2-bedroom-house-for-sale-at-baan-prangthong-in-wichit-phuket-u6131031,Baan Prangthong,,,phuket-town,"Wichit, Phuket Town, Phuket",,,house,unknown,,,,,,,,,7200000.0,,,,,,unknown,,0,,0,0,1,0,,,0,,,,,,"{""card_text"": ""see all baan prangthong listed 3 weeks ago wichit, phuket town, phuket ฿7,200,000 (฿45,000/sqm) 2 bedroom house for sale at baan prangthong newly built house. two floors, on the ground floor: living room and kitchen. there are two bedrooms on the second floor. private parking for two cars. ideal for both your own home and office. internat... details: 2 bedroom(s) 2 bathroom(s) 160 sqm property typ"", ""tags"": [], ""location_text"": ""Wichit, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-house-for-sale-at-baan-prangthong-in-wichit-phuket-u6131031""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
197,fazwaz,2-bedroom-apartment-for-sale-at-katabello-in-karon-phuket-u6124912,https://www.fazwaz.com/property-sales/2-bedroom-apartment-for-sale-at-katabello-in-karon-phuket-u6124912,Katabello,,,karon,"Karon, Phuket Town, Phuket",,,condo,unknown,,,,,41.0,,,,6010000.0,146585.37,,,,,unknown,,0,,0,0,0,0,,,1,,,,,,"{""card_text"": ""see all katabello listed 3 weeks ago updated 5 days ago karon, phuket town, phuket ฿6,010,000 (฿147,000/sqm) 2 bedroom apartment for sale at katabello the title katabello – an apartment facing south with strong capital growth!\napartment – 41 m² (kke 607)price: 5,900,000 thb = 14,600,000 rub (developer price — 6,150,000 thb = 1... details: 2 bedroom(s) 1 bathroom(s) 41 sqm property type: apartment "", ""tags"": [""cam fee:฿124,000/mo"", ""sinking fund:฿1,240,000"", ""updated: 5 days ago""], ""location_text"": ""Karon, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-apartment-for-sale-at-katabello-in-karon-phuket-u6124912""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
198,fazwaz,studio-condo-for-sale-at-the-modeva-in-choeng-thale-phuket-u5359469,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-the-modeva-in-choeng-thale-phuket-u5359469,The Modeva,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,condo,unknown,,,,,,,,,5800000.0,,,,,,unknown,,0,,0,1,0,0,,,1,,,,,,"{""card_text"": ""see all the modeva listed 2 weeks ago choeng thale, thalang, phuket ฿5,800,000 (฿176,000/sqm) studio condo for sale at the modeva luxury pet-friendly condo in title modeva – bangtao beach*  5.8 mln bht. prime living or high-yield investment opportunity    *key highlights*   - *prime location: just **500... details: studio 1 bathroom(s) 33 sqm property type: condo beach 3.13 km off plan 2026 low ri"", ""tags"": [""cam fee:฿2,805/mo"", ""sinking fund:฿28,050""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-the-modeva-in-choeng-thale-phuket-u5359469""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
199,fazwaz,3-bedroom-house-for-sale-at-phuket-villa-3-in-wichit-phuket-u6152076,https://www.fazwaz.com/property-sales/3-bedroom-house-for-sale-at-phuket-villa-3-in-wichit-phuket-u6152076,Phuket Villa 3,,,phuket-town,"Wichit, Phuket Town, Phuket",,,villa,unknown,,,,,,,,,6290000.0,,,,,,unknown,,0,,0,0,1,0,,,0,,,,,,"{""card_text"": ""see all phuket villa 3 listed 3 weeks ago updated 3 weeks ago wichit, phuket town, phuket ฿6,290,000 (฿31,400/sqm) 3 bedroom house for sale at phuket villa 3 🏡 corner twin house, modern style, spacious and private, feels like a detached house. great location in the wichit-chalong area.\n \n3 free air-conditioners (in all bedrooms)\n \nhouse details... details: 3 bedroom(s) 3 bathroom(s) 200 sqm proper"", ""tags"": [""est. rent:฿26,300/mo| roi:5%"", ""updated: 3 weeks ago""], ""location_text"": ""Wichit, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-house-for-sale-at-phuket-villa-3-in-wichit-phuket-u6152076""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
200,fazwaz,land-for-sale-in-thep-krasattri-phuket-u6143364,https://www.fazwaz.com/property-sales/land-for-sale-in-thep-krasattri-phuket-u6143364,"Land for Sale in Thalang, Phuket–Only 15 Minutes to Airport",,,thalang,"Thep Krasattri, Thalang, Phuket",,,land,unknown,,,,,,,,,6900000.0,,,,,,unknown,,0,,0,0,1,0,,,0,,,,,,"{""card_text"": ""see all land for sale in thalang, phuket–only 15 minutes to airport listed 2 weeks ago thep krasattri, thalang, phuket ฿6,900,000 (฿4,310/sqm) land for sale in thep krasattri, phuket beautiful land for sale in thalang, phuket – only 15 minutes to airport, road access  \nprime land for sale located in thep krasattri, thalang district, phuket, with direct access to r... details: 1,600 sqm property ty"", ""tags"": [], ""location_text"": ""Thep Krasattri, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/land-for-sale-in-thep-krasattri-phuket-u6143364""}",2026-04-21 09:03:02.452520,2026-04-21 09:03:02.452520,1
201,fazwaz,1-bedroom-condo-for-sale-at-the-emerald-terrace-in-patong-phuket-u1814562,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-emerald-terrace-in-patong-phuket-u1814562,The Emerald Terrace,,,patong,"Patong, Kathu, Phuket",,,condo,unknown,,,,,,,,,4200000.0,,,,,,unknown,,0,,0,1,0,0,,,0,,,,,,"{""card_text"": ""see all the emerald terrace updated 3 weeks ago patong, kathu, phuket ฿4,200,000 ฿4,500,000 (฿77,800/sqm) 1 bedroom condo for sale at the emerald terrace the emerald terraceexperience the relaxation freedom in the style you want with a unique design vacation condominium at \""the emerald terrace,\"" a modern art style condominium. it is located on a locati... details: 1 bedroom(s) 1 bathroom(s) 54 sqm"", ""tags"": [""rent:฿40,000/mo| roi:11%"", ""cam fee:฿2,700/mo"", ""sinking fund:฿27,000"", ""updated: 3 weeks ago""], ""location_text"": ""Patong, Kathu, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-emerald-terrace-in-patong-phuket-u1814562""}",2026-04-21 09:03:02.468343,2026-04-21 09:03:02.468343,1
202,fazwaz,land-for-sale-in-rawai-phuket-u6177644,https://www.fazwaz.com/property-sales/land-for-sale-in-rawai-phuket-u6177644,"10-Rai Sea View Land for Sale in Rawai, Phuket",,,rawai,"Rawai, Phuket Town, Phuket",,,land,unknown,,,,,,,,,23000000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all 10-rai sea view land for sale in rawai, phuket listed 1 week ago updated 1 week ago rawai, phuket town, phuket ฿23,000,000 (฿1,440/sqm) land for sale in rawai, phuket elevated land | subdividable | thb 23 million per rai\na rare opportunity to acquire 10 rai of elevated land in rawai, phuket, offering beautiful sea views and excellent development potential. the land... details: 16,000 sqm p"", ""tags"": [""updated: 1 week ago""], ""location_text"": ""Rawai, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/land-for-sale-in-rawai-phuket-u6177644""}",2026-04-21 09:03:02.468343,2026-04-21 09:03:02.468343,1
203,fazwaz,4-bedroom-villa-for-sale-at-sinsuk-thanee-village-in-si-sunthon-phuket-u6165313,https://www.fazwaz.com/property-sales/4-bedroom-villa-for-sale-at-sinsuk-thanee-village-in-si-sunthon-phuket-u6165313,Sinsuk Thanee Village,,,layan,"Si Sunthon, Thalang, Phuket",,,villa,unknown,,,,,616.0,,,,22900000.0,37175.32,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all sinsuk thanee village listed 1 week ago si sunthon, thalang, phuket ฿22,900,000 (฿99,600/sqm) 4 bedroom villa for sale at sinsuk thanee village tropical two-storey pool villa set on a generous land plot of 616 sqm, featuring four en-suite bedrooms, a private swimming pool, and a beautifully landscaped tropical garden with a waterfall feature... details: 4 bedroom(s) 4 bathroom(s) 230 sqm p"", ""tags"": [""cam fee:฿1,500/mo""], ""location_text"": ""Si Sunthon, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/4-bedroom-villa-for-sale-at-sinsuk-thanee-village-in-si-sunthon-phuket-u6165313""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
204,fazwaz,3-bedroom-villa-for-sale-at-boat-avenue-residence-in-choeng-thale-phuket-u1932163,https://www.fazwaz.com/property-sales/3-bedroom-villa-for-sale-at-boat-avenue-residence-in-choeng-thale-phuket-u1932163,Boat Avenue Residence,,,cherng-talay,"Choeng Thale, Thalang, Phuket",,,villa,unknown,,,,,,,,,42000000.0,,,,,,unknown,,0,,0,1,1,0,,,0,,,,,,"{""card_text"": ""see all boat avenue residence updated 2 weeks ago choeng thale, thalang, phuket ฿42,000,000 (฿97,700/sqm) 3 bedroom villa for sale at boat avenue residence experience luxury living in this stunning, brand-new villa at boat avenue, available for rent in a prime location! just 1 minute from the park and playground, 2 minutes from laguna, villa market, and... details: 3 bedroom(s) 4 bathroom(s) 430 s"", ""tags"": [""rent:฿280,000/mo| roi:8%"", ""cam fee:฿7,500/mo"", ""updated: 2 weeks ago""], ""location_text"": ""Choeng Thale, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-villa-for-sale-at-boat-avenue-residence-in-choeng-thale-phuket-u1932163""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
205,fazwaz,3-bedroom-villa-for-sale-in-si-sunthon-phuket-u6148238,https://www.fazwaz.com/property-sales/3-bedroom-villa-for-sale-in-si-sunthon-phuket-u6148238,Villa in Baan Ya Thalang,,,layan,"Si Sunthon, Thalang, Phuket",,,villa,unknown,,,3.0,4.0,,,,,30900000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all villa in baan ya thalang listed 2 weeks ago si sunthon, thalang, phuket ฿30,900,000 (฿77,200/sqm) 3 bedroom villa for sale in si sunthon, phuket 3 bedroom4 bathrrom1 livingroomestimated construction completion: within 2 months details: 3 bedroom(s) 4 bathroom(s) 400 sqm property type: villa tourist attraction 0.01 km covered parking request details schedule viewing"", ""tags"": [], ""location_text"": ""Si Sunthon, Thalang, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/3-bedroom-villa-for-sale-in-si-sunthon-phuket-u6148238""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
206,fazwaz,2-bedroom-villa-for-sale-in-rawai-phuket-u6121411,https://www.fazwaz.com/property-sales/2-bedroom-villa-for-sale-in-rawai-phuket-u6121411,Modern 2 Bedrooms Pool Villa for Sale,,,rawai,"Rawai, Phuket Town, Phuket",,,villa,unknown,,,,,,,,,9400000.0,,,,,,unknown,,0,,0,1,0,0,,,0,,,,,,"{""card_text"": ""see all modern 2 bedrooms pool villa for sale listed 2 weeks ago rawai, phuket town, phuket ฿9,400,000 (฿69,600/sqm) 2 bedroom villa for sale in rawai, phuket modern 2-bedroom pool villa for sale – saiyuan 16\ndiscover this beautifully designed 2-bedroom, 2-bathroom private pool villa located in the sought-after saiyuan 16 area. completed in 2024, this... details: 2 bedroom(s) 2 bathroom(s) 135 sqm"", ""tags"": [], ""location_text"": ""Rawai, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/2-bedroom-villa-for-sale-in-rawai-phuket-u6121411""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
207,fazwaz,4-bedroom-villa-for-sale-at-isla-kata-sea-view-villa-in-karon-phuket-u6139310,https://www.fazwaz.com/property-sales/4-bedroom-villa-for-sale-at-isla-kata-sea-view-villa-in-karon-phuket-u6139310,Isla Kata Sea View Villa,,,karon,"Karon, Phuket Town, Phuket",,,villa,unknown,,,,,650.0,,,,40000000.0,61538.46,,,,,unknown,,0,,0,1,0,0,,,1,,,,,,"{""card_text"": ""see all isla kata sea view villa listed 3 weeks ago karon, phuket town, phuket ฿40,000,000 (฿173,000/sqm) 4 bedroom villa for sale at isla kata sea view villa this exclusive villa is located only 600 m from kata beach and offers a panoramic seaview\n\nland size: 650 sq.m\ninternal area: 231 sq.m\nbuild up area: 506 sq.m\n3 storey layout\nfully equipped european s... details: 4 bedroom(s) 4.5 bathroom(s)"", ""tags"": [], ""location_text"": ""Karon, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/4-bedroom-villa-for-sale-at-isla-kata-sea-view-villa-in-karon-phuket-u6139310""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
208,fazwaz,1-bedroom-condo-for-sale-at-katabello-in-karon-phuket-u6175831,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-katabello-in-karon-phuket-u6175831,Katabello,,,karon,"Karon, Phuket Town, Phuket",,,condo,unknown,,,,,,,,,5250000.0,,,,,,unknown,,0,,0,0,0,0,,,1,,,,,,"{""card_text"": ""see all katabello listed 1 week ago updated 1 week ago karon, phuket town, phuket ฿5,250,000 ฿5,380,000 (฿164,000/sqm) 1 bedroom condo for sale at katabello corner-orient condomorning sun in the windowsbalconypet-friendly building details: 1 bedroom(s) 1 bathroom(s) 32 sqm property type: condo beach 1.6 km off plan 2027 low rise floor 4 city view balcony pets\n                    : all kind of pets"", ""tags"": [""cam fee:฿2,560/mo"", ""sinking fund:฿25,600"", ""updated: 1 week ago""], ""location_text"": ""Karon, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-katabello-in-karon-phuket-u6175831""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
209,fazwaz,land-for-sale-in-rawai-phuket-u6185934,https://www.fazwaz.com/property-sales/land-for-sale-in-rawai-phuket-u6185934,Absolute Beachfront Land for Sale – 10 Rai Opposite Koh Lone,,,rawai,"Rawai, Phuket Town, Phuket",,,land,unknown,,,,,,,,,450000000.0,,,,,,unknown,,0,,0,0,0,0,,,0,,,,,,"{""card_text"": ""see all absolute beachfront land for sale – 10 rai opposite koh lone listed 1 week ago updated 1 week ago rawai, phuket town, phuket ฿450,000,000 (฿28,100/sqm) land for sale in rawai, phuket rare 10-rai beachfront land for sale in phuket, directly facing koh lone. ideal for luxury development or private estate, offering stunning ocean views, direct beach access, and strong investment pote... detai"", ""tags"": [""updated: 1 week ago""], ""location_text"": ""Rawai, Phuket Town, Phuket"", ""url"": ""https://www.fazwaz.com/property-sales/land-for-sale-in-rawai-phuket-u6185934""}",2026-04-21 09:03:02.484177,2026-04-21 09:03:02.484177,1
